"pkgname";"pkgver";"arch";"pkgrel";"location";"dep";"sizeC";"sizeU";"Desc"
"gajim";"0.14.4";"i486";"1cp";"/salix/xap";"dbus,dbus-python,gst-python,gtkspell,pyOpenSSL,pygobject,pygtk,python,pyxdg";"3324 K";"13296 K";" gajim (a GTK2+ Jabber/XMPP client)  The goal of Gajim is to provide a full featured and easy to use Jabber client. Gajim works nicely with GNOME, but does not require it to run. It is released under the GNU General Public License.     "
"galculator";"1.3.4";"i486";"1gv";"/salix/xap";"atk,cairo,expat,fontconfig,freetype,gcc,cxxlibs|gcc-g++,gdk-pixbuf2,glib2,gtk+2,libglade,libpng,libX11,libXau,libxcb,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libxml2,libXrandr,libXrender,pango,pixman,zlib";"100 K";"400 K";" galculator - a gtk2 calculator  galculator is a GTK 2 based calculator with ordinary notation/reverse polish notation, a formula entry mode, different number bases (DEC, HEX, OCT, BIN) and different units of angular measure (DEG, RAD, GRAD).     "
"gargoyle";"2010.1";"i486";"1gv";"/salix/games";"SDL_sound,atk,cairo,cxxlibs|gcc-g++,expat,flac,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libjpeg,libogg,libpng,libvorbis,libxcb,pango,pixman,sdl,smpeg,speex,svgalib,zlib";"1352 K";"5408 K";" gargoyle (An interactive fiction player)  Gargoyle is an IF player that supports all the major interactive fiction formats. Most interactive fiction is distributed as portable game files. These portable game files come in many formats. In the past, you used to have to download a separate player (interpreter) for each format of IF you wanted to play. Gargoyle is based on the standard interpreters for the formats it supports.   "
"gartoon-redux-icon-theme";"1.10";"noarch";"1tm";"/salix/l";"";"5973 K";"23892 K";" gartoon-redux-icon-theme (cartoon-style SVG icon theme)  Gartoon Redux is essentially the much beloved Gartoon theme, completely overhauled, reorganized and expanded with dozens of new icons. PNG renderings of the SVG icons are also provided to speed up loading.     "
"gaupol";"0.17.1";"i486";"1gv";"/salix/xap";"python,pygtk,pygobject";"450 K";"1800 K";" gaupol (an editor for text-based subtitle files)  Gaupol supports multiple subtitle file formats and provides means of correcting texts and timing subtitles to match video. The user interface is designed with attention to batch processing of multiple documents and convenience of translating.     "
"gc";"7.1";"i486";"1gv";"/salix/d";"cxxlibs|gcc-g++,gcc";"148 K";"592 K";" gc - A garbage collector for C and C++  gc is intended to be a general purpose, garbage collecting storage allocator.       "
"gcolor2";"0.4";"i486";"2gv";"/salix/xap";"atk,cairo,expat,fontconfig,freetype,gcc,cxxlibs|gcc-g++,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,zlib";"39 K";"156 K";" gcolor2 (color selector)  Gcolor2 is a GTK2 color selector to provide a quick and easy way to find colors for whatever task is at hand. It was originally based on gcolor, ported to use GTK+2, and now has a completely new UI.      "
"gcompris";"9.6";"i486";"1gv";"/salix/games";"atk,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gnet,gstreamer,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,librsvg,libxcb,libxml2,pango,pixman,python,sqlite,zlib,pysqlite,pygtk";"121931 K";"487724 K";" gcompris (Educational software suite for children)  gcompris is an educational software suite comprising of numerous activities for children aged 2 to 10. Some of the activities are game orientated, but nonetheless still educational. GCompris offers in excess of 100 activities and more are being developed.    "
"gconfmm";"2.28.2";"i486";"1gv";"/salix/gnome";"GConf,ORBit2,cxxlibs|gcc-g++,gcc,glib2,glibmm,libsigc++,zlib";"49 K";"196 K";" gconfmm (provides C++ wrappers for GConf)  gconfmm (previously known as GConf--) is a set of C++ wrappers for GConf, for use with gtkmm (particularly GConfClient). It complements gnomemm, the GNOME2 version.      "
"gcstar";"1.6.1";"i486";"1gv";"/salix/xap";"perl,perl-extutils-depends,perl-extutils-pkgconfig,perl-cairo,perl-glib,perl-pango,perl-gtk2,perl-html-tagset,perl-html-parser,libwww-perl";"3208 K";"12832 K";" gcstar (a personal collections manager)  GCstar is a free open source application for managing your collections. Detailed information on each item can be automatically retrieved from the internet and you can store additional data, such as the location or who you've lent it to. You may also search and filter your collection by many criteria    "
"gdm";"2.20.11";"i486";"3gv";"/salix/gnome";"atk,cairo,cxxlibs|gcc-g++,dbus,dbus-glib,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libart_lgpl,libdmx,libglade,libgnomecanvas,libpng,librsvg,libxcb,libxml2,pango,pixman,zlib";"4467 K";"17868 K";" gdm (the Gnome Display Manager)  GDM is the little program that runs in the background, runs your X sessions, presents you with a login box and then tells you to bug off because you forgot your password. It does pretty much everything that you would want to use xdm for, but does not involve as much crack. It does not use any code from xdm, and has a more paranoid and safer design overall. It also includes many features over xdm, the biggest one of which is that it is more user friendly, even if your X setup is failing. The goal is that users should never, ever have to use the command line to customize or troubleshoot GDM."
"geany";"0.20";"i486";"1gv";"/salix/xap";"atk,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,zlib";"2026 K";"8104 K";" geany (A text editor using the GTK2 toolkit)  Geany is a text editor using the GTK2 toolkit with basic features of an integrated development environment. It was developed to provide a small and fast IDE, which has only a few dependencies from other packages. It supports many filetypes and has some nice features.     "
"gencfs";"1.0.3";"i486";"1pw";"/salix/xap";"atk,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,zlib,encfs";"33 K";"132 K";" gencfs (EncFS GUI for encrypted directory mounting)  GEncFS is an EncFS GUI for encrypted directory mounting.        "
"gens";"r7";"i486";"1gv";"/salix/games";"atk,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libXxf86vm,libdrm,libpng,libxcb,mesa,pango,pixman,sdl,svgalib,zlib";"2052 K";"8208 K";" gens (a Sega Genesis/Mega Drive emulator)  Gens/GS is a version of Gens maintained by GerbilSoft. Gens itself is a Sega Genesis/Mega Drive emulator. The main goal of Gens/GS is to clean up the source code and combine features from various forks of Gens.     "
"gentium-font";"102";"noarch";"1gv";"/salix/x";"";"228 K";"912 K";" gentium-font - A unicode TTF font  Gentium ('belonging to the nations' in Latin) is a Unicode typeface family designed to enable the many diverse ethnic groups around the world who use the Latin script to produce readable, high-quality publications. It supports a wide range of Latin-based alphabets and includes glyphs that correspond to all the Latin ranges of Unicode.  gentium fonts are released under the SIL Open Font License.  "
"geos";"3.3.0";"i486";"1cp";"/salix/l";"cxxlibs|gcc-g++,gcc,python,swig";"1190 K";"4760 K";" geos (Geometry Engine)  GEOS is a C++ port of the Java Topology Suite (JTS). As such, it aims to contain the complete functionality of JTS in C++. This includes all the OpenGIS Simple Features for SQL spatial predicate functions and spatial operators, as well as specific JTS enhanced topology functions.    "
"gfs-fonts-ttf";"1.0";"noarch";"1gv";"/salix/x";"";"1393 K";"5572 K";" gfs-fonts-ttf (a collection of quality TTF fonts)  gfs-fonts-ttf is a collection of TTF fonts created by the Greek Font Society that features quality greek glyphs, licenced with the Open Font License, that follow 21st, 20th, 19th and 18th century typographical styles.     "
"giblib";"1.2.4";"i486";"1gv";"/salix/l";"freetype,imlib2,libX11,libXau,libXdmcp,libXext,libxcb,zlib";"19 K";"76 K";" giblib (a simple library which wraps imlib2)  giblib provides a wrapper to imlib2's context API, avoiding all the context_get/set calls, adds fontstyles to the truetype renderer and supplies a generic doubly-linked list and some string functions.      "
"gigolo";"0.4.1";"i486";"3gv";"/salix/xap";"atk,cairo,expat,fontconfig,freetype,gcc,cxxlibs|gcc-g++,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,zlib,gvfs";"102 K";"408 K";" gigolo (mount remote filesystems using GIO/GVfs)  Gigolo is a frontend to easily manage connections to remote filesystems using GIO/GVfs. It allows you to quickly connect/mount a remote filesystem and manage bookmarks of such.      "
"glade3";"3.6.7";"i486";"1gv";"/salix/xap";"GConf,ORBit2,alsa-lib,atk,audiofile,cairo,dbus,dbus-glib,esound,expat,fontconfig,freetype,gcc,cxxlibs|gcc-g++,gdk-pixbuf2,glib2,gnome-vfs,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libart_lgpl,libbonobo,libbonoboui,libcanberra,libgcrypt,libgnome,libgnome-keyring,libgnomecanvas,libgnomeui,libgpg-error,libogg,libpng,libtool,libvorbis,libxcb,libxml2,openssl-solibs|openssl,pango,pixman,popt,python,util-linux,zlib";"1351 K";"5404 K";" glade3 (a GUI builder for GTK+  Glade is a GUI builder for GTK+ enabling quick & easy development of user interfaces for the GTK+ toolkit and the Gnome desktop environment. It also contains built-in support for generating the C source code needed to recreate the interfaces.  The user interfaces designed in Glade are stored in the well-known XML format, enabling easy integration with external tools.   "
"glibmm";"2.22.2";"i486";"1pw";"/salix/gnome";"gcc,cxxlibs|gcc-g++,glib2,libsigc++,zlib";"428 K";"1712 K";" glibmm (C++ bindings for glib)  Glibmm is a set of C++ bindings for glib, including cross- platform APIs such as a std::string-like UTF8 string class, string utility methods, such as a text encoding converter API, file access, and threads.     "
"gmountman";"0.3.3";"noarch";"1gv";"/salix/xap";"pygtk,pygobject,gvfs,gnome-mount";"27 K";"108 K";" gmountman (A mount manager for local devices that uses gvfs)  GMountMan is a graphical mount manager for local devices, written in GTK+2 that uses gvfs for all mounting operations.       "
"gmpc";"0.20.0";"i486";"1tm";"/salix/xap";"atk,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gnutls,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libgcrypt,libglade,libgpg-error,libmpd,libpng,libsexy,libsoup,libxcb,libxml2,pango,pixman,sqlite,util-linux,zlib";"1692 K";"6768 K";" gmpc (a graphical MPD frontend)  GMPC is a GTK2 frontend for Music Player Daemon. It is designed to be lightweight and easy to use, while providing full access to all of MPD's features. Users are presented with several different methods to browse through their music. It can be extended by plugins, of which many are available.    "
"gmpc-last-fm";"0.20.0";"i486";"1tm";"/salix/xap";"atk,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libmpd,libpng,libxcb,libxml2,pango,pixman,zlib";"16 K";"64 K";" gmpc-last-fm (a gmpc plugin)  The plugin fetches metadata using last.fm's web api.        "
"gmrun";"0.9.2";"i486";"1tm";"/salix/xap";"atk,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,popt,zlib";"41 K";"164 K";" gmrun (run program tool)  gmrun is a simple program which provides a 'run program' window, featuring a bash-like TAB completion. It uses GTK+ interface.       "
"gmusicbrowser";"1.1.6";"noarch";"1rl";"/salix/xap";"perl-gtk2,perl-pango";"652 K";"2608 K";" gmusicbrowser (An open-source jukebox)  An open-source jukebox, written in perl, for large collections of mp3/ogg/flac/mpc files.       "
"gnet";"2.0.8";"i486";"1gv";"/salix/gnome";"glib2";"147 K";"588 K";" gnet (a simple network library)  GNet is a simple network library. It is written in C, object-oriented, and built upon GLib. It is intended to be easy to use and port. GNet comes with documentation and examples. It is licensed under the GNU Library General Public License.     "
"gnome-colors-icon-theme";"5.5.1";"noarch";"1gv";"/salix/l";"gnome-icon-theme";"3024 K";"12096 K";" gnome-colors-icon-theme (an extensive set of icon themes)  gnome-colors-icon-theme is an extensive set of icon themes based on GNOME and Tango, with some inspiration from Human, Tango Generator, Elementary, and other open source projects. The project's goal is to integrate closely with gnome-icon-theme, while greatly expanding its available icons and allowing users to choose from 7 completely different and unique color schemes.   "
"gnome-commander";"1.2.8.9";"i486";"2gv";"/salix/gnome";"GConf,ORBit2,alsa-lib,atk,audiofile,bzip2,cairo,cxxlibs|gcc-g++,dbus,dbus-glib,esound,exiv2,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gnome-vfs,gtk+2,lcms,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libart_lgpl,libbonobo,libbonoboui,libcanberra,libgcrypt,libgnome,libgnome-keyring,libgnomecanvas,libgnomeui,libgpg-error,libgsf,libjpeg,libogg,libpng,libtool,libvorbis,libxcb,libxml2,openssl-solibs|openssl,pango,pixman,poppler,popt,python,taglib,util-linux,zlib";"2480 K";"9920 K";" GNOME Commander (a two-pane graphical filemanager for GNOME)  GNOME Commander is a two-pane graphical filemanager for the Gnome desktop environment. GNOME Commander aims to fulfill the demands of more advanced users who like to focus on file management, their work through special applications and running smart commands.     "
